Name,Infomail,Latitude,Longitude,Bilanzsumme
Sparkasse Gießen,info@sparkasse-giessen.de,50.58472,8.67658,"2,708,708"
Sparkasse Geseke,info@sparkasse-geseke.de,51.6391,8.50972,"330,623"
Sparkasse Gera-Greiz,info@spk-gera-greiz.de,50.87916,12.07988,"2,804,766"
Sparkasse Gelsenkirchen,info@sparkasse-ge.de,51.50987,7.09573,"3,883,812"
Sparkasse Fürth,info@sparkasse-fuerth.de,49.47126,10.98831,"4,102,809"
Sparkasse Fürstenfeldbruck,info@sparkasse-ffb.de,48.17767,11.25615,"4,364,795"
Sparkasse Fulda,info@sparkasse-fulda.de,50.55021,9.67789,"4,208,253"
Sparkasse Freyung-Grafenau,info@spk-frg.de,48.80711,13.5452,"1,008,738"
Sparkasse Freising,info@sparkasse-freising.de,48.40168,11.74688,"1,993,500"
Sparkasse Freiburg-Nördlicher Breisgau,info@sparkasse-freiburg.de,47.99636,7.85121,"8,001,518"
Sparkasse Forchheim,info@spk-forchheim.de,49.71776,11.06467,"2,379,040"
Sparkasse Essen,info@sparkasse-essen.de,51.45522,7.00958,"9,514,744"
Sparkasse Engen-Gottmadingen,info@sparkasse-engo.de,47.855,8.77163,"1,147,294"
Sparkasse Emsland,info@sparkasse-emsland.de,52.69348,7.29237,"4,412,793"
Sparkasse Emden,info@sparkasse-emden.de,53.36646,7.20497,"790,285"
Sparkasse Elmshorn,info@sparkasse-elmshorn.de,53.75367,9.65694,"985,813"
Sparkasse Elbe-Elster,info@spk-elbe-elster.de,51.63206,13.70861,"2,349,168"
Sparkasse Einbeck,info@sparkasse-einbeck.de,51.81793,9.86788,"613,284"
Sparkasse Düren,info@skdn.de,50.80421,6.48133,"4,966,844"
Sparkasse Duisburg,info@spk-du.de,51.4333,6.7677,"6,747,892"
Sparkasse Duderstadt,info@sparkasse-duderstadt.de,51.51144,10.2559,"814,083"
Sparkasse Donnersberg,info@sparkasse-donnersberg.de,49.62681,7.8213,"1,557,109"
Sparkasse Donauwörth,info@spk-don.de,48.71948,10.77648,"1,483,710"
Sparkasse Dillingen-Nördlingen,info@spk-dlg-noe.de,48.57709,10.49448,"2,242,409"
Sparkasse Dillenburg,info@sparkasse-dillenburg.de,50.73723,8.28881,"1,689,905"
Sparkasse Dieburg,info@sparkasse-dieburg.de,49.8656,8.92551,"3,099,658"
Sparkasse der Stadt Iserlohn,info@sparkasse-iserlohn.de,51.37558,7.70072,"1,921,759"
Sparkasse Deggendorf,info@sparkassedeggendorf.de,48.83536,12.96169,"2,642,580"
Sparkasse Dachau,info@sparkasse-dachau.de,48.25527,11.43998,"4,189,046"
Sparkasse Coburg-Lichtenfels,info@sparkasse-co-lif.de,50.25802,10.96416,"3,322,793"
Sparkasse Chemnitz,info@spk-chemnitz.de,50.83049,12.92206,"5,341,726"
Sparkasse Celle-Gifhorn-Wolfsburg,info@sparkasse-cgw.de,52.488,10.5471,"7,419,576"
Sparkasse Burgenlandkreis,info@spk-burgenlandkreis.de,51.05305,12.1241,"2,767,702"
Sparkasse Burbach-Neunkirchen,info@sparkasse-burbach-neunkirchen.de,50.74621,8.07916,"692,220"
Sparkasse Bühl,info@spk-buehl.de,48.69706,8.13359,"1,181,348"
Sparkasse Bonndorf-Stühlingen,info@sparkasse-bonndorf-stuehlingen.de,47.81986,8.34266,"646,082"
Sparkasse Bodensee,info@sparkasse-bodensee.de,47.65388,9.47585,"5,303,713"
Sparkasse Bochum,info@sparkasse-bochum.de,51.4805,7.21928,"8,739,075"
Sparkasse Bielefeld,info@sparkasse-bielefeld.de,52.00832,8.56694,"8,044,035"
Sparkasse Bergkamen-Bönen,info@spk-bergkamen-boenen.de,51.61582,7.63051,"677,697"
Sparkasse Berchtesgadener Land,info@sparkasse-bgl.de,47.72794,12.87875,"2,029,478"
Sparkasse Bensheim,info@sparkasse-bensheim.de,49.68119,8.61986,"2,352,598"
Sparkasse Beckum-Wadersloh,info@sparkasse-beckum.de,51.7552,8.03773,"1,062,151"
Sparkasse Bayreuth,info@sparkasse-bayreuth.de,49.94611,11.57655,"2,952,396"
Sparkasse Battenberg (Eder),info@sparkasse-battenberg.de,51.01555,8.64399,"267,214"
Sparkasse Barnim,info@sparkasse-barnim.de,52.83485,13.81692,"2,556,732"
Sparkasse Bamberg,info@sparkasse-bamberg.de,49.89919,10.92204,"4,722,924"
Sparkasse Baden-Baden Gaggenau,info@spk-bbg.de,48.76087,8.23942,"2,280,619"
Sparkasse Bad Tölz-Wolfratshausen,info@spktw.de,47.76091,11.5733,"3,103,839"
Sparkasse Bad Oeynhausen - Porta Westfalica,info@spkbopw.de,52.20364,8.79941,"1,530,773"
Sparkasse Bad Neustadt a.d. Saale,info@sparkasse-badneustadt.de,50.32436,10.22118,"1,620,222"
Sparkasse Bad Kissingen,info@spk-kg.de,50.20044,10.07843,"1,862,415"
Sparkasse Bad Hersfeld-Rotenburg,info@spk-hef.de,50.86972,9.71549,"2,568,222"
Sparkasse Aurich-Norden in Ostfriesland,info@sparkasse-aurich-norden.de,53.47051,7.48263,"2,685,738"
Sparkasse Attendorn Lennestadt Kirchhundem,info@sparkasse-alk.de,51.12583,7.90154,"1,229,190"
Sparkasse Aschaffenburg-Alzenau,info@spk-aschaffenburg.de,49.97718,9.1492,"5,404,729"
Sparkasse Arnstadt-Ilmenau,info@spk-arnstadt-ilmenau.de,50.68327,10.91244,"1,499,660"
Sparkasse Arnsberg-Sundern,info@sparkasse-arnsberg-sundern.de,51.45135,7.96393,"1,568,255"
Sparkasse Ansbach,info@sparkasse-ansbach.de,49.301,10.57594,"5,168,027"
Sparkasse an Volme und Ruhr,info@sparkasse-hagenherdecke.de,51.35925,7.47313,"3,943,541"
Sparkasse an der Lippe,info@sparkasse-adl.de,51.61362,7.5194,"2,364,844"
Sparkasse Amberg-Sulzbach,info@sparkasse-amberg-sulzbach.de,49.44593,11.86689,"2,204,679"
Sparkasse am Niederrhein,info@sparkasse-am-niederrhein.de,51.45208,6.63047,"4,160,982"
Sparkasse Altötting-Mühldorf,info@spkam.de,48.2427,12.5201,"3,420,299"
Sparkasse Altmark West,info@spk-altmark-west.de,52.85325,11.15148,"1,203,723"
Sparkasse Altenburger Land,info@sparkasse-altenburgerland.de,50.99299,12.44444,"1,187,892"
Sparkasse Allgäu,info@sparkasse-allgaeu.de,47.72706,10.31278,"5,225,730"
Sparkasse Aichach-Schrobenhausen,info@spk-aic-sob.de,48.46144,11.13203,"1,502,206"
Sparkasse Aachen,info@sparkasse-aachen.de,50.77395,6.08429,"15,236,932"
Sparda-Bank West eG,info@sparda-west.de,51.2254,6.77631,"12,296,609"
Sparda-Bank Südwest eG,info@sparda-sw.de,50.00123,8.27625,"11,111,426"
Sparda-Bank Ostbayern eG,info@sparda-ostbayern.de,49.01953,12.09749,"3,016,326"
Sparda-Bank Nürnberg eG,info@sparda-n.de,49.45387,11.0773,"4,975,193"
Sparda-Bank München eG,info@sparda-m.de,48.13711,11.57538,"9,051,274"
Sparda-Bank Hessen eG,info@sparda-hessen.de,50.11064,8.68209,"9,342,745"
Sparda-Bank Hannover eG,info@sparda-h.de,52.37448,9.73855,"5,099,850"
Sparda-Bank Hamburg eG,info@sparda-bank-hamburg.de,53.55034,10.00065,"4,203,775"
Sparda-Bank Berlin eG,info@sparda-b.de,52.51704,13.38886,"6,636,113"
Sparda-Bank Baden-Württemberg eG,info@sparda-bw.de,48.77845,9.18001,"14,882,423"
Sparda-Bank Augsburg eG,info@sparda-a.de,48.3668,10.8987,"1,786,978"
Spar-u.Kredit-Bank eG,info@skb-gemuenden.de,50.55993,8.01769,"159,197"
Spar- und Kreditbank Rheinstetten,info@skb-rheinstetten.de,48.96855,8.30971,"331,302"
Spar- und Kreditbank Evangelisch-Freikirchlicher Gemeinden eG,info@skb-badhomburg.de,50.22677,8.61691,"258,623"
"Spar- und Kreditbank eG, Hammah",info@skb-hammah.de,53.6167,9.36667,"215,696"
Spar- und Kreditbank des Bundes Freier evangelischer Gemeinden eG,info@skbwitten.de,51.43702,7.33512,"171,241"
Spar- und Kreditbank Bühlertal eG,info@skb-buehlertal.de,48.68689,8.18727,"189,592"
Spar- und Darlehnskasse Börde Lamstedt-Hechthausen eG,info@sdkinlamstedt.de,53.635,9.10126,"171,787"
Spar- und Darlehnskasse Bockum-Hövel eG,info@sdk-bockum-hoevel.de,51.68041,7.8152,"326,572"
SKS Erlangen Höchstadt Herzogenaurach,info@sparkasse-erlangen.de,49.59649,11.00503,"8,161,899"
Schrobenhausener Bank eG,info@sob-bank.de,48.56134,11.26545,"560,799"
Scharnhauser Bank eG,info@scharnhauserbank.de,48.71786,9.26307,"163,820"
Salzlandsparkasse,info@salzlandsparkasse.de,51.85196,11.57958,"3,138,779"
Saalesparkasse,info@saalesparkasse.de,51.48296,11.97447,"6,071,326"
"Rottaler Raiffeisenbank eG, Pocking",info@rottaler-raiba.de,48.40152,13.31077,"857,623"
Rhön-Rennsteig Sparkasse,info@rhoen-rennsteig-sparkasse.de,50.57518,10.41543,"2,352,291"
Rheinhessische Sparkasse,info@rheinhessen-sparkasse.de,50.00045,8.26271,"6,586,000"
Rheingauer Volksbank eG,info@rheingauer-volksbank.de,49.98639,7.96852,"1,567,093"
Raiffeisenbank Zeller Land eG,info@rb-zellerland.de,50.02845,7.14647,"286,279"
Raiffeisenbank Wyhl eG,info@raiffeisenbank-wyhl.de,48.17073,7.64892,"172,645"
Raiffeisenbank Wüstenselbitz eG,info@rb-wuestenselbitz.de,50.21718,11.6943,"58,484"
"Raiffeisenbank Wittelsbacher Land eG, Mering",info@rb-wila.de,48.2667,10.9833,"1,544,733"
Raiffeisenbank Wimsheim-Mönsheim eG,info@rb-wimsheim-moensheim.de,48.85211,8.82734,"101,113"
Raiffeisenbank Wiesedermeer-Wiesede-Marcardsmoor eG,info@raibawiesedermeer.de,53.48128,7.7259,"63,061"
Raiffeisenbank Westkreis Fürstenfeldbruck eG,info@westkreis.de,48.15476,11.0789,"415,148"
Raiffeisenbank Westhausen eG,info@raiba-westhausen.de,48.88452,10.18785,"265,251"
Raiffeisenbank Westeifel eG,info@rb-westeifel.de,50.15508,6.46619,"540,665"
"Raiffeisenbank Westallgäu eG, Gestratz",info@raiffeisenbank-westallgaeu.de,47.64804,9.98556,"406,088"
Raiffeisenbank Wesermarsch-Süd eG,info@raibawesermarschsued.de,53.32561,8.48063,"299,052"
Raiffeisenbank Werratal-Landeck eG,info@rb-wl.de,50.88709,10.00781,"240,886"
Raiffeisenbank Welling eG,info@raiba-welling.de,50.32907,7.31352,"104,802"
Raiffeisenbank Weißenburg-Gunzenhausen eG,info@rb-wug.de,49.03057,10.9719,"1,806,047"
Raiffeisenbank Wegscheid eG,info@rb-wegscheid.de,48.60115,13.78686,"126,157"
Raiffeisenbank Wangen eG,info@raiffeisenbank-wangen.de,47.68566,9.83422,"240,241"
Raiffeisenbank Wallgau-Krün eG,info@raiba-wallgau-kruen.de,47.51956,11.28334,"49,275"
Raiffeisenbank Waldaschaff-Heigenbrücken eG,info@rb-waldaschaff.de,49.97675,9.29611,"298,808"
Raiffeisenbank Wald-Görisried eG,info@rb-wald.de,47.72248,10.5569,"71,618"
Raiffeisenbank Voreifel eG,info@rb-voreifel.de,50.62568,6.94914,"1,387,299"
Raiffeisenbank Volkmarsen eG,info@waldecker-bank.de,51.42305,9.09712,"148,092"
"Raiffeisenbank Unteres Zusamtal eG, Buttenwiesen",info@rb-zu.de,48.60538,10.72223,"166,552"
"Raiffeisenbank Unteres Vilstal eG, Schmidmühlen",info@rbuv.de,49.27045,11.92435,"290,669"
"Raiffeisenbank Unteres Inntal eG, Pocking-Hartkirchen",info@rbui.de,48.40316,13.38899,"210,567"
Raiffeisenbank Uehlfeld-Dachsbach eG,info@raiba-ueda.de,49.6396,10.70629,"162,126"
Raiffeisenbank Türkheim eG,info@rb-tuerkheim.de,48.06012,10.63942,"206,115"
Raiffeisenbank Tüngental eG,info@raiba-tuengental.de,49.1124,9.7369,"60,128"
Raiffeisenbank Todenbüttel eG,info@rbtodenbuettel.de,54.12655,9.56177,"102,448"
Raiffeisenbank Thurnauer Land eG,info@rb-thurnauerland.de,50.02445,11.39447,"151,289"
Raiffeisenbank Thannhausen eG,info@rb-thannhausen.de,48.28293,10.46823,"350,292"
Raiffeisenbank Taufkirchen-Oberneukirchen eG,info@rb-tofk.de,48.17353,12.52255,"316,502"
Raiffeisenbank Südstormarn Mölln eG,info@rbsum.de,53.61175,10.40439,"938,441"
"Raiffeisenbank Südliches Ostallgäu eG, Seeg",info@rb-sued-oal.de,47.65357,10.60694,"406,382"
Raiffeisenbank Südhardt eG,info@raiba-suedhardt.de,48.93283,8.27049,"471,446"
Raiffeisenbank Strücklingen-Idafehn eG,info@raiba-idafehn.de,53.13892,7.62117,"194,824"
Raiffeisenbank Straubing eG,info@raiffeisenbank-straubing.de,48.88198,12.56972,"1,025,563"
Raiffeisenbank Steinheim eG,info@raiba-steinheim.de,51.86605,9.09428,"173,020"
Raiffeisenbank Steingaden eG,info@raiba-steingaden.de,47.70316,10.8625,"364,599"
Raiffeisenbank Sondelfingen eG,info@rb-sondelfingen.de,48.49195,9.21141,"90,547"
Raiffeisenbank Sinzing eG,info@raiffeisenbank-sinzing.de,48.98182,11.96153,"114,321"
"Raiffeisenbank Singoldtal eG, Hurlach",info@rb-singoldtal.de,48.12036,10.81605,"190,121"
"Raiffeisenbank Seebachgrund eG, Heßdorf",info@rb-dreifranken.de,49.62647,10.91055,"363,250"
Raiffeisenbank Schwabmünchen Stauden eG,info@raiba-smue-stauden.de,48.29006,10.65647,"684,627"
"Raiffeisenbank Schwaben Mitte eG, Krumbach",info@rb-schwaben.de,48.2434,10.3634,"1,772,144"
Raiffeisenbank Schrozberg-Rot am See eG,info@unsere-raiba.de,49.34575,9.98154,"411,599"
Raiffeisenbank Schrobenhausener Land eG,info@rb-sobland.de,48.60932,11.20716,"268,666"
Raiffeisenbank Schaafheim eG,info@rb-schaafheim.de,49.9107,9.0082,"213,177"
"Raiffeisenbank Rupertiwinkel eG, Teisendorf",info@raiba-rupertiwinkel.de,47.84904,12.82184,"496,521"
Raiffeisenbank Rosenstein eG,info@raiffeisenbank-rosenstein.de,48.79135,9.93636,"367,248"
Raiffeisenbank Rodenbach eG,info@die-raiffeisenbank.de,49.47409,7.6569,"358,218"
Raiffeisenbank Ried eG,info@raiba-ried.de,49.64161,8.45491,"461,099"
Raiffeisenbank Reute-Gaisbeuren eG,info@rb-reute-gaisbeuren.de,47.92096,9.75428,"189,770"
Raiffeisenbank Rehling eG,info@raiba-rehling.de,48.48672,10.92915,"354,080"
Raiffeisenbank Regenstauf eG,info@raiffeisenbank-regenstauf.de,49.12398,12.12782,"312,001"
Raiffeisenbank Regensburg-Wenzenbach eG,info@raiffeisenbank-regensburg.de,49.01953,12.09749,"820,528"
Raiffeisenbank Rattiszell-Konzell eG,info@rb-rattiszell-konzell.de,49.0267,12.66079,"335,724"
Raiffeisenbank Rastede eG,info@raiba-rastede.de,53.24671,8.2019,"334,820"
Raiffeisenbank Raisting eG,info@rb-raisting.de,47.91292,11.10907,"50,206"
Raiffeisenbank Plankstetten AG,info@raiffeisenbank-plankstetten.de,49.10626,11.43979,"166,742"
"Raiffeisenbank Pfaffenwinkel eG, Peiting",info@raiba-pfaffenwinkel.de,47.79546,10.92351,"1,155,091"
Raiffeisenbank Pfaffenhofen a.d. Glonn eG,info@raiba-pfaffenhofen.de,48.3098,11.20055,"349,684"
Raiffeisenbank Pfaffenhausen eG,info@rb-pfaffenhausen.de,48.11976,10.45447,"386,400"
Raiffeisenbank Parkstetten eG,info@rb-parkstetten.de,48.91773,12.59842,"203,122"
Raiffeisenbank Owschlag eG,info@rbowschlag.de,54.39374,9.59102,"59,058"
Raiffeisenbank Ottenbach eG,info@raiffeisenbank-ottenbach.de,48.73382,9.74943,"66,970"
Raiffeisenbank Ostprignitz-Ruppin eG,info@rbopr.de,52.92439,12.80929,"350,839"
Raiffeisenbank Ortenburg - Kirchberg v.W. eG,info@rbok.de,48.54673,13.22626,"538,882"
Raiffeisenbank Oberteuringen-Meckenbeuren eG,info@rb-om.de,47.72536,9.46998,"363,958"
"Raiffeisenbank Oberpfalz Süd eG, Donaustauf",info@rb-os.de,49.02981,12.20761,"1,360,111"
"Raiffeisenbank Oberpfalz NordWest eG, Kemnath",info@rb-onw.de,49.87094,11.88937,"595,382"
"Raiffeisenbank Obermain Nord eG, Altenkunstadt",info@rbobermain.de,50.12844,11.24338,"950,043"
"Raiffeisenbank Oberland eG, Marktleugast",info@raiba-oberland.de,50.17041,11.63223,"153,820"
Raiffeisenbank Oberferrieden-Burgthann eG,info@raiba-burgthann.de,49.35622,11.3174,"211,549"
Raiffeisenbank Oberes Gäu eG,info@rb-oberes-gaeu.de,48.47696,8.93368,"240,454"
Raiffeisenbank Oberaudorf eG,info@rb-oberaudorf.de,47.64856,12.17199,"191,836"
Raiffeisenbank Nüdlingen eG,info@raiba-nuedlingen.de,50.22207,10.12515,"116,054"
Raiffeisenbank Nördliche Bergstraße eG,info@raiba-alsbach.de,49.73835,8.595,"219,486"
Raiffeisenbank Niederwallmenach eG,info@raiba-ndwa.de,50.1645,7.81177,"47,018"
Raiffeisenbank Niedere Alb eG,info@rb-niedere-alb.de,48.4975,10.1222,"227,865"
Raiffeisenbank Neustadt-Vohenstrauß eG,info@rb-new-voh.de,49.73141,12.17329,"577,216"
Raiffeisenbank Neumarkt-St. Veit - Reischach eG,info@rb-nr.de,48.29339,12.72391,"782,014"
Raiffeisenbank Neumarkt i.d.OPf. eG,info@raiba-neumarkt-opf.de,49.27962,11.45947,"1,221,705"
Raiffeisenbank München-Süd eG,info@raiba-muc-sued.de,48.07994,11.52694,"1,448,903"
"Raiffeisenbank München-Nord eG, Unterschleißheim",info@rb-muenchen-nord.de,48.27307,11.57027,"963,880"
Raiffeisenbank Mötzingen eG,info@raiba-moetzingen.de,48.53549,8.77471,"85,767"
Raiffeisenbank Moselkrampen eG,info@raiba-moselkrampen.de,50.14394,7.22424,"153,741"
Raiffeisenbank Mittenwald eG,info@raiba-mittenwald.de,47.44295,11.26557,"118,869"
"Raiffeisenbank Mittelschwaben eG, Roggenburg",info@rb-mittelschwaben.de,48.27709,10.23116,"246,421"
Raiffeisenbank Mehring-Leiwen eG,info@rbmehring-leiwen.de,49.82192,6.88134,"206,088"
Raiffeisenbank Mecklenburger Seenplatte eG,info@raiba-seenplatte.de,53.5218,12.68056,"911,714"
Raiffeisenbank Maßbach eG,info@rb-massbach.de,50.16642,10.20445,"186,294"
Raiffeisenbank Maitis eG,info@raiffeisenbank-maitis.de,48.70314,9.65411,"32,011"
"Raiffeisenbank Mainschleife - Steigerwald eG, Volkach",info@raiffeisenbank-mainschleife-steigerwald.de,49.8622,10.23147,"871,933"
"Raiffeisenbank Main-Spessart eG, Lohr am Main",info@raiba-msp.de,49.9955,9.57336,"1,976,521"
Raiffeisenbank Lorup eG,info@rb-lorup.de,52.92514,7.64564,"190,806"
Raiffeisenbank Lechrain,info@rb-lechrain.de,47.92309,11.50864,"253,829"
Raiffeisenbank Küps-Mitwitz-Stockheim eG,info@raiba-kms.de,50.19179,11.27782,"267,001"
Raiffeisenbank Kreis Kelheim eG,info@rbkk.de,48.91873,11.87279,"2,224,648"
"Raiffeisenbank Knoblauchsland eG, Nürnberg-Buch",info@rb-knoblauchsland.de,49.49086,11.04284,"219,295"
Raiffeisenbank Kirtorf eG,info@rb-kirtorf.de,50.76835,9.1061,"79,085"
"Raiffeisenbank Kirchweihtal eG, Pforzen",info@rb-kirchweihtal.de,47.92974,10.6129,"427,841"
Raiffeisenbank Kieselbronn eG,info@rb-kieselbronn.de,48.93395,8.74796,"169,956"
"Raiffeisenbank Kempten-Oberallgäu eG, Sonthofen",info@raiba-ke-oa.de,47.51341,10.27215,"2,240,879"
Raiffeisenbank Kastellaun eG,info@raiffeisenbank-kastellaun.de,50.07134,7.44223,"227,458"
Raiffeisenbank Kalbe-Bismark eG,info@rbkalbe-bismark.de,52.65609,11.38718,"119,102"
Raiffeisenbank Kaiserstuhl eG,info@raiffeisenbank-kaiserstuhl.de,48.08262,7.62367,"225,501"
Raiffeisenbank Kaarst eG,info@raiba-kaarst.de,51.22668,6.61939,"203,428"
"Raiffeisenbank Isar-Loisachtal eG, Wolfratshausen",info@rileg.de,47.91413,11.42566,"691,489"
"Raiffeisenbank im Oberpfälzer Jura eG, Parsberg",info@rb-opf-jura.de,49.1599,11.71883,"1,068,293"
"Raiffeisenbank im Oberland eG, Bad Tölz",info@oberlandbank.de,47.76106,11.55829,"1,491,180"
"Raiffeisenbank im Nürnberger Land eG, Feucht",info@rbnl.de,49.37525,11.21582,"1,280,748"
Raiffeisenbank im Kreis Calw eG,info@raibacalw.de,48.66194,8.69264,"675,575"
Raiffeisenbank im Hochtaunus eG,info@meinebank.de,50.22677,8.61691,"1,040,603"
"Raiffeisenbank im Grabfeld eG, Römhild",info@rb-grabfeld.de,50.24095,10.56152,"160,334"
Raiffeisenbank im Fuldaer Land eG,info@rb-fuldaerland.de,50.59006,9.54031,"659,972"
"Raiffeisenbank im Donautal eG, Gaimersheim",info@rb-idt.de,48.80605,11.36755,"1,108,601"
Raiffeisenbank im Breisgau eG,info@raiffeisenbank-im-breisgau.de,48.04412,7.8686,"358,902"
"Raiffeisenbank im Allgäuer Land eG, Altusried",info@rb-allgaeuerland.de,47.80791,10.28977,"1,326,431"
Raiffeisenbank Ichenhausen eG,info@rb-ichenhausen.de,48.37127,10.30711,"321,953"
Raiffeisenbank i. Lkrs. Passau-Nord eG,info@rbpn.de,49.93772,7.54399,"515,115"
Raiffeisenbank Holzkirchen-Otterfing eG,info@rb-holzkirchen-otterfing.de,49.7817,9.67967,"440,321"
Raiffeisenbank Hohenloher Land eG,info@rb-hl.de,49.30144,9.65134,"1,320,820"
"Raiffeisenbank Hochfranken West eG, Stammbach",info@rb-hfw.de,50.14557,11.6917,"468,435"
Raiffeisenbank Höchberg eG,info@raiba-hoechberg.de,49.78375,9.88112,"480,572"
Raiffeisenbank Hirschau eG,info@rb-hirschau.de,49.54459,11.94643,"194,922"
Raiffeisenbank Hiltenfingen eG,info@raiffeisenbank-hiltenfingen.de,48.16207,10.71942,"71,614"
Raiffeisenbank HessenNord eG,info@rb-hessennord.de,51.33334,9.19689,"796,088"
Raiffeisenbank Heroldsbach eG,info@raiffeisenbank-heroldsbach.de,49.69251,10.99958,"73,435"
Raiffeisenbank Hengersberg-Schöllnach eG,info@rb-hs.de,48.77366,13.05151,"417,909"
Raiffeisenbank Heilsbronn-Windsbach eG,info@rb-windsbach.de,49.24892,10.82906,"547,477"
Raiffeisenbank Hardt-Bruhrain eG,info@rb-hardt-bruhrain.de,49.17084,8.41583,"206,814"
"Raiffeisenbank Hallertau eG, Rudelzhausen",info@raibahallertau.de,48.64059,11.78207,"571,513"
Raiffeisenbank Haag-Gars-Maitenbeth eG,info@rbk-haag-gars.de,48.16117,12.1783,"467,074"
Raiffeisenbank Gymnich eG,info@gymnich.de,50.80272,6.80316,"169,814"
Raiffeisenbank Gruibingen eG,info@raiffeisenbank-gruibingen.de,48.59454,9.64311,"56,474"
Raiffeisenbank Grimma eG,info@raiba-grimma.de,51.23834,12.72875,"271,329"
Raiffeisenbank Griesstätt-Halfing eG,info@raiba-gh.de,47.95004,12.27651,"269,043"
Raiffeisenbank Grävenwiesbach eG,info@rb-graevenwiesbach.de,50.38678,8.45733,"106,009"
Raiffeisenbank Grainet eG,info@rb-grainet.de,48.79742,13.65288,"155,172"
Raiffeisenbank Gmund am Tegernsee eG,info@raiffeisenbank-gmund.de,47.75043,11.73857,"168,206"
Raiffeisenbank Gilching eG,info@raiba-gilching.de,48.11403,11.29215,"367,502"
Raiffeisenbank Geislingen-Rosenfeld eG,info@raiba-gr.de,48.28863,8.81355,"242,728"
Raiffeisenbank Geiselhöring-Pfaffenberg eG,info@rb-geiselhoering.de,48.82589,12.3926,"360,230"
"Raiffeisenbank Fränkische Schweiz eG, Hollfeld",info@rb-frs.de,49.93899,11.29189,"329,664"
Raiffeisenbank Frankenhardt-Stimpfach eG,info@rb-frankenhardt-stimpfach.de,49.0608,10.09316,"335,064"
Raiffeisenbank Floß eG,info@raiba-floss.de,49.72554,12.27836,"125,331"
Raiffeisenbank Flachsmeer eG,info@raiba-flachsmeer.de,53.15,7.46667,"520,755"
Raiffeisenbank Falkenstein-Wörth eG,info@rbfalkenstein-woerth.de,49.60793,7.87406,"388,922"
Raiffeisenbank Estenfeld-Bergtheim eG,info@rb-eb.de,49.82865,10.00813,"446,310"
Raiffeisenbank Eschlkam-Lam-Lohberg-Neukirchen b. Hl. Blut eG,info@rb-elln.de,49.29932,12.91619,"264,245"
Raiffeisenbank Ersingen eG,info@raiffeisenbankersingen.de,48.93874,8.62684,"92,097"
Raiffeisenbank Erlenbach eG,info@raiffeisenbank-erlenbach.de,49.17022,9.26922,"98,761"
Raiffeisenbank Erding eG,info@rberding.de,48.30644,11.90766,"688,668"
Raiffeisenbank Ems-Vechte eG,info@ems-vechte.de,52.76764,7.46216,"629,160"
Raiffeisenbank Elztal eG,info@raiffeisenbank-elztal.de,49.3897,9.21056,"171,258"
"Raiffeisenbank Elsavatal eG, Eschau",info@raiba-elsavatal.de,49.81915,9.25821,"210,570"
Raiffeisenbank Elbmarsch eG,info@rbelbmarsch.de,53.65284,9.66645,"260,501"
Raiffeisenbank Eifeltor eG,info@rb-eifeltor.de,50.2308,7.14049,"402,343"
Raiffeisenbank Eifel eG,info@raiffeisenbank-eifel.de,50.60725,6.30053,"608,352"
Raiffeisenbank Eichenbühl und Umgebung eG,info@raiffeisenbank-eichenbuehl.de,49.70273,9.33138,"115,365"
Raiffeisenbank Ehekirchen-Oberhausen eG,info@rb-ehekirchen.de,48.63966,11.10439,"310,915"
"Raiffeisenbank eG, Seestermühe",info@rbseestermuehe.de,53.70417,9.56394,"92,951"
"Raiffeisenbank eG, Moormerland",info@raibamol.de,53.31962,7.42251,"542,404"
Raiffeisenbank eG Unterwesterwald,info@raiffeisenbank-unterwesterwald.de,50.37901,7.7477,"65,242"
Raiffeisenbank eG Scharrel,info@rbscharrel.de,53.08459,7.69374,"346,788"
Raiffeisenbank eg Hagenow,info@die-raiffeisenbank.de,53.43058,11.19048,"764,952"
Raiffeisenbank eG Deggendorf-Plattling-Sonnenwald,info@rb-deggendorf.de,48.78141,13.00064,"1,043,157"
Raiffeisenbank eG,info@vreg.de,53.6624,11.49859,"282,777"
Raiffeisenbank eG,info@die-raiffeisenbank.de,53.37898,10.55139,"474,643"
Raiffeisenbank Dreifranken,info@rb-dreifranken.de,51.20943,10.4589,"204,523"
Raiffeisenbank Donau-Heuberg eG,info@raiba-donau-heuberg.de,48.38011,8.69851,"205,014"
Raiffeisenbank Dietersheim und Umgebung eG,info@rb-dietersheim.de,49.55756,10.53823,"88,229"
Raiffeisenbank Denzlingen-Sexau eG,info@rb-denzlingen-sexau.de,48.06692,7.88627,"197,681"
Raiffeisenbank Chiemgau-Nord - Obing eG,info@rb-chiemgau-nord.de,47.93402,12.47833,"329,894"
"Raiffeisenbank Chamer Land eG, Cham",info@rb-chamer-land.de,49.21782,12.66638,"1,178,944"
Raiffeisenbank Bütthard-Gaukönigshofen eG,info@raiba-buett-gauk.de,49.59953,9.88063,"543,154"
Raiffeisenbank Butjadingen-Abbehausen eG,info@rbbutjadingenabbehausen.de,53.5472,8.335,"233,062"
Raiffeisenbank Burgebrach - Stegaurach eG,info@raiffeisenbank-bs.de,49.82689,10.7425,"525,609"
Raiffeisenbank Bühlertal eG,info@raiba-buehlertal.de,49.08643,9.88121,"292,778"
